city,popular_area,area_url,cellid,entityid,placeid,,
Hyderabad,Film Nagar,https://www.zomato.com/hyderabad/film-nagar-restaurants,	4308703255321378816,7132,ChIJn0o3FciWyzsRwkQedxdPS7A,,
Hyderabad,Paradise Circle,https://www.zomato.com/hyderabad/paradise-circle-restaurants,4308706863093907456,711,ChIJCU4MOhCayzsR1eFM5LlG2GY,,
Hyderabad,Sainikpuri,https://www.zomato.com/hyderabad/sainikpuri-restaurants,4308708389954781184,7119,ChIJ60BBAHSbyzsRHcseR_cI1go,,
Hyderabad,Necklace Road,https://www.zomato.com/hyderabad/necklace-road-restaurants,4308696533697560576,7045,ChIJdyon7VWXyzsR8WDKxu5sej0,,
Hyderabad,Kothapet,https://www.zomato.com/hyderabad/kothapet-restaurants,4308705432869797888,703,ChIJpbkJSsOYyzsRk78nrjs0xLk,,
Hyderabad,S D Road,https://www.zomato.com/hyderabad/sd-road-restaurants,4308706865241391104,7117,ChIJD2ZO7RCayzsR46izHyiLgk8,,
Hyderabad,Abids,https://www.zomato.com/hyderabad/abids-restaurants,4308704032710459392,7001,ChIJR71JbX2XyzsRXwnYhPvvI68,,
Hyderabad,Kompally,https://www.zomato.com/hyderabad/kompally-restaurants,	4308684046080147456,7028,9775,,
Hyderabad,Masab Tank,https://www.zomato.com/hyderabad/masab-tank-restaurants,4308703586033860608,7035,ChIJh_MnOhWXyzsR5F1ZbKn-1Ls,,
Hyderabad,Gandipet,https://www.zomato.com/hyderabad/gandipet-restaurants,4308701228096815104,7128,ChIJtfguLvCUyzsR82UN_2U716M,,
Hyderabad,L B Nagar,https://www.zomato.com/hyderabad/lb-nagar-restaurants,	4308705299725811712,7136,ChIJ7xMePqSYyzsRIPhnxpgu1vo,,
Hyderabad,Miyapur,https://www.zomato.com/hyderabad/miyapur-restaurants,4308698462137876480,7038,ChIJlfJoZWySyzsRkNWgV_g6w_M,,
Hyderabad,Karkhana,https://www.zomato.com/hyderabad/karkhana-restaurants,4308707088579690496,7106,ChIJhdMdnUSayzsRI_KifFsiLlQ,,
Hyderabad,Basheer Bagh,https://www.zomato.com/hyderabad/basheer-bagh-restaurants,4308706652640509952,7006,1508,,
Hyderabad,Panjagutta,https://www.zomato.com/hyderabad/panjagutta-restaurants,4308703723472814080,7048,ChIJJff_YzWXyzsRogvGpsfLq2w,,
Hyderabad,A S Rao Nagar,https://www.zomato.com/hyderabad/as-rao-nagar-restaurants,4308708407134650368,7101,ChIJOSAZs3ebyzsRdkKQ3fi_O0M,,
Hyderabad,Uppal,https://www.zomato.com/hyderabad/uppal-restaurants,4308712040676982784,715,ChIJo4iZDSSfyzsR0Z6gb3yqi-U,,
